"source_id","source_title","data_period_start","data_period_end","reference_year","geography","scope","domain","metric","value","value_text","unit","status","denominator","facility_level","source_reference","notes","quality_flag"
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2019","Zambia","National 2015–2019","Health burden","Reported 2015–2019 average deaths: Other disease","649.8","649.8","deaths/year","estimate","","","Table 2","","source_average"
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2019","Zambia","National 2015–2019","Health burden","Reported 2015–2019 average deaths: Severe malnutrition","542.2","542.2","deaths/year","estimate","","","Table 2","","source_average"
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2019","Zambia","National 2015–2019","Health burden","Reported 2015–2019 average deaths: Hypertension","653.0","653.0","deaths/year","estimate","","","Table 2","","source_average"
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2019","Zambia","National 2015–2019","Health burden","Reported 2015–2019 average deaths: Digestive system (not infectious)","376.0","376.0","deaths/year","estimate","","","Table 2","","arithmetic_inconsistency"
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 1","Health burden","Reported morbidity cases: Respiratory infection (non-pneumonia)","6190069","6190069","cases","actual","","","Table 3","Rank 1 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 2","Health burden","Reported morbidity cases: Malaria","4127288","4127288","cases","actual","","","Table 3","Rank 2 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 3","Health burden","Reported morbidity cases: Diarrhoea (non-bloody)","1563569","1563569","cases","actual","","","Table 3","Rank 3 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 4","Health burden","Reported morbidity cases: Musculoskeletal/connective tissue, not trauma","1078920","1078920","cases","actual","","","Table 3","Rank 4 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 5","Health burden","Reported morbidity cases: Digestive system, not infectious","737522","737522","cases","actual","","","Table 3","Rank 5 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 6","Health burden","Reported morbidity cases: Trauma/other injuries/wounds","415361","415361","cases","actual","","","Table 3","Rank 6 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 7","Health burden","Reported morbidity cases: Respiratory infection/pneumonia","401998","401998","cases","actual","","","Table 3","Rank 7 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 8","Health burden","Reported morbidity cases: Dental caries","392097","392097","cases","actual","","","Table 3","Rank 8 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 9","Health burden","Reported morbidity cases: Skin diseases, not infectious","388212","388212","cases","actual","","","Table 3","Rank 9 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2015","Zambia","National rank 10","Health burden","Reported morbidity cases: Throat diseases","345407","345407","cases","actual","","","Table 3","Rank 10 in 2015.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 1","Health burden","Reported morbidity cases: Respiratory infection (non-pneumonia)","6489505","6489505","cases","actual","","","Table 3","Rank 1 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 2","Health burden","Reported morbidity cases: Malaria","6000688","6000688","cases","actual","","","Table 3","Rank 2 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 3","Health burden","Reported morbidity cases: Diarrhoea (non-bloody)","1645841","1645841","cases","actual","","","Table 3","Rank 3 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 4","Health burden","Reported morbidity cases: Musculoskeletal/connective tissue, not trauma","1169010","1169010","cases","actual","","","Table 3","Rank 4 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 5","Health burden","Reported morbidity cases: Digestive system, not infectious","848969","848969","cases","actual","","","Table 3","Rank 5 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 6","Health burden","Reported morbidity cases: Skin diseases, not infectious","430854","430854","cases","actual","","","Table 3","Rank 6 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 7","Health burden","Reported morbidity cases: Dental caries","401793","401793","cases","actual","","","Table 3","Rank 7 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 8","Health burden","Reported morbidity cases: Respiratory infection/pneumonia","382973","382973","cases","actual","","","Table 3","Rank 8 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 9","Health burden","Reported morbidity cases: Throat diseases","378934","378934","cases","actual","","","Table 3","Rank 9 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2016","Zambia","National rank 10","Health burden","Reported morbidity cases: Trauma/other injuries/wounds","375612","375612","cases","actual","","","Table 3","Rank 10 in 2016.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 1","Health burden","Reported morbidity cases: Respiratory infection (non-pneumonia)","7215899","7215899","cases","actual","","","Table 3","Rank 1 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 2","Health burden","Reported morbidity cases: Malaria","6056296","6056296","cases","actual","","","Table 3","Rank 2 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 3","Health burden","Reported morbidity cases: Diarrhoea (non-bloody)","1702923","1702923","cases","actual","","","Table 3","Rank 3 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 4","Health burden","Reported morbidity cases: Musculoskeletal/connective tissue, not trauma","1314817","1314817","cases","actual","","","Table 3","Rank 4 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 5","Health burden","Reported morbidity cases: Digestive system, not infectious","939615","939615","cases","actual","","","Table 3","Rank 5 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 6","Health burden","Reported morbidity cases: Skin diseases, not infectious","471318","471318","cases","actual","","","Table 3","Rank 6 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 7","Health burden","Reported morbidity cases: Dental caries","412359","412359","cases","actual","","","Table 3","Rank 7 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 8","Health burden","Reported morbidity cases: Throat diseases","406415","406415","cases","actual","","","Table 3","Rank 8 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 9","Health burden","Reported morbidity cases: Respiratory infection/pneumonia","389311","389311","cases","actual","","","Table 3","Rank 9 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2017","Zambia","National rank 10","Health burden","Reported morbidity cases: Trauma/other injuries/wounds","339988","339988","cases","actual","","","Table 3","Rank 10 in 2017.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2018","Zambia","National rank 1","Health burden","Reported morbidity cases: Respiratory infection (non-pneumonia)","7261622","7261622","cases","actual","","","Table 3","Rank 1 in 2018.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2018","Zambia","National rank 2","Health burden","Reported morbidity cases: Malaria","5193173","5193173","cases","actual","","","Table 3","Rank 2 in 2018.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2018","Zambia","National rank 3","Health burden","Reported morbidity cases: Diarrhoea (non-bloody)","1679603","1679603","cases","actual","","","Table 3","Rank 3 in 2018.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2018","Zambia","National rank 4","Health burden","Reported morbidity cases: Musculoskeletal/connective tissue, not trauma","1378156","1378156","cases","actual","","","Table 3","Rank 4 in 2018.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2018","Zambia","National rank 5","Health burden","Reported morbidity cases: Digestive system, not infectious","945442","945442","cases","actual","","","Table 3","Rank 5 in 2018.",""
"02_Zambia_National_Medical_Oxygen_Strategy_2022_2026","Zambia National Medical Oxygen Strategic Plan 2022–2026","","","2018","Zambia","National rank 6","Health burden","Reported morbidity cases: Skin diseases, not infectious","428093","428093","cases","actual","","","Table 3","Rank 6 in 2018.",""
